site_id,f_fid,mr_fid,tagnumber,pitrn,scuteloc,scutenum,scuteloc2,scutenum2,elhv,elcolor,erhv,ercolor,cwtyn,dangler,genetic,genetics_vial_number,broodstock,hatch_wild,species_id,archive,head,snouttomouth,inter,mouthwidth,m_ib,l_ob,l_ib,r_ib,r_ob,anal,dorsal,status,hatchery_origin,sex,stage,recapture,photo,genetic_needs,other_tag_info,comments
8911,20200421-141158543-014-001,20200421-141158543-014,6C00112764,N,N,,N,,H,O,,N,N,N,Y,STURG-12701,0,0,0,1,,,,,,,,,,,,R,H,,,,,,,-
